min_cluster_size,min_samples,n_components,n_neighbors,n_documents,n_assigned,n_topics,outlier_rate,coverage,silhouette_umap,dbcv,coherence_cv,topic_diversity,min_topic_size_observed,median_topic_size,max_topic_size_observed,largest_topic_share,duration_seconds,status,error
40,1,5,10,5327,3454,20,0.351605030974282,0.648394969025718,0.2733114250540729,-0.1991290163405641,0.4303503183923273,0.935,40,108.0,590,0.170816444701795,5.005519459002244,ok,
40,1,5,25,5327,2768,23,0.480382954758776,0.5196170452412239,0.2805269178055052,-0.1218497708492693,0.4596271916223244,0.908695652173913,41,77.0,345,0.1246387283236994,7.108456916997966,ok,
40,1,5,50,5327,2375,18,0.5541580626994556,0.4458419373005444,0.3501964824344045,-0.0736523149027694,0.4399954494628073,0.9277777777777778,40,106.5,329,0.1385263157894737,9.344551500002126,ok,
40,1,10,10,5327,2578,27,0.5160503097428196,0.4839496902571804,0.3564348290808339,-0.0099109717826016,0.4323286540932766,0.9481481481481482,41,83.0,199,0.0771916214119472,5.362051332998817,ok,
40,1,10,25,5327,2657,21,0.5012201989862962,0.4987798010137038,0.2780226078116221,-0.0782663805840833,0.4305230334356354,0.919047619047619,41,105.0,311,0.1170493037260067,7.36093045799862,ok,
40,1,10,50,5327,2514,16,0.5280645766848132,0.4719354233151868,0.3356989940523522,-0.065128303738236,0.4476289487523861,0.91875,43,99.0,561,0.2231503579952267,9.681547999996836,ok,
40,5,5,10,5327,2251,22,0.5774357048995682,0.4225642951004318,0.3730376215992878,0.0362599743491663,0.4645624095547901,0.9363636363636364,41,77.5,290,0.1288316303864949,5.003306875001726,ok,
40,5,5,25,5327,1852,16,0.6523371503660597,0.3476628496339403,0.4063445940727136,-0.0079124230299969,0.460172752194638,0.9625,44,91.0,395,0.2132829373650108,6.901244000000588,ok,
40,5,5,50,5327,1862,14,0.6504599211563732,0.3495400788436268,0.3814395832545171,0.0009988147915053,0.4534976645037519,0.9428571428571428,40,85.0,409,0.219656283566058,9.231984958001703,ok,
40,5,10,10,5327,2014,18,0.6219260371691383,0.3780739628308617,0.3825582229789588,0.0637218561624408,0.4272651162259971,0.9388888888888888,43,92.0,255,0.1266137040714995,5.178742541000247,ok,
40,5,10,25,5327,1854,12,0.6519617045241224,0.3480382954758776,0.4012335000647429,0.0757954698277131,0.4776311780446733,0.9666666666666668,57,107.0,457,0.2464940668824164,7.141000542000256,ok,
40,5,10,50,5327,1612,12,0.6973906513985357,0.3026093486014642,0.4618639711702337,0.0280316038376732,0.4456234231018983,0.9583333333333334,40,83.0,441,0.2735732009925558,9.531407375001436,ok,
40,10,5,10,5327,2234,17,0.5806269945560353,0.4193730054439647,0.4079709049316816,0.0478762686158579,0.4428220033630306,0.9588235294117649,41,75.0,525,0.2350044762757386,4.89152466700034,ok,
40,10,5,25,5327,1709,12,0.6791815280645767,0.3208184719354233,0.4175526677832573,0.0400517921583779,0.4868200285647388,0.9333333333333332,40,97.5,490,0.2867173785839672,6.885342249999667,ok,
40,10,5,50,5327,1389,10,0.7392528627745447,0.2607471372254553,0.4710684611211492,0.0309497044240903,0.483513675601075,0.96,49,135.5,296,0.2131029517638588,9.06878612500077,ok,
40,10,10,10,5327,2467,10,0.5368875539703398,0.4631124460296602,0.2503898062556408,0.0217359861152666,0.4779512603400914,0.99,56,90.0,977,0.396027563842724,5.038721708999219,ok,
40,10,10,25,5327,2044,6,0.6162943495400789,0.3837056504599211,0.2987759299340629,0.0675667626335257,0.451153149616115,1.0,66,231.5,988,0.4833659491193737,6.9025588749973394,ok,
40,10,10,50,5327,1948,8,0.6343157499530693,0.3656842500469307,0.3920162108374711,-0.0139693950960757,0.4887400000336796,0.95,45,145.0,698,0.3583162217659137,9.543127707998792,ok,
80,1,5,10,5327,3227,15,0.3942181340341655,0.6057818659658345,0.3257874314987819,-0.202133613777922,0.4417454678154006,0.9333333333333332,85,143.0,590,0.1828323520297489,4.846197917002428,ok,
80,1,5,25,5327,2769,11,0.4801952318378074,0.5198047681621927,0.3503674968890988,-0.1439521351499127,0.4567321240351247,0.9545454545454546,85,215.0,475,0.1715420729505236,6.7881746659986675,ok,
80,1,5,50,5327,2369,12,0.5552844002252675,0.4447155997747325,0.3597801117838344,-0.1141626935607902,0.4825716997569017,0.9833333333333332,89,196.5,329,0.1388771633600675,9.117573374998756,ok,
80,1,10,10,5327,2328,15,0.5629810399849822,0.4370189600150178,0.355629252155315,-0.0259263717735272,0.4270747313888023,0.9866666666666668,83,137.0,289,0.1241408934707903,5.029621624998981,ok,
80,1,10,25,5327,2452,14,0.5397033977848695,0.4602966022151304,0.3100090515954997,-0.0759136782994081,0.4570406426851691,0.9571428571428572,81,146.0,311,0.1268352365415987,7.182161708002241,ok,
80,1,10,50,5327,2338,10,0.5611038107752957,0.4388961892247043,0.3745120903454921,-0.0676775976324777,0.4086740703273713,0.97,91,215.0,561,0.2399486740804106,9.48178000000189,ok,
80,5,5,10,5327,2569,10,0.5177398160315374,0.4822601839684626,0.2873947790762639,-0.0192531040697554,0.4133988650962775,0.98,87,240.0,553,0.215258855585831,4.7106027500012715,ok,
80,5,5,25,5327,2018,11,0.6211751454852638,0.3788248545147362,0.4054226174404804,-0.0234367240682079,0.4486745133974416,0.9636363636363636,85,124.0,395,0.1957383548067393,6.734728916999302,ok,
80,5,5,50,5327,2076,8,0.610287216069082,0.389712783930918,0.4066795335064784,-0.0351160960787882,0.4458856359372013,0.925,90,196.0,510,0.245664739884393,8.960735541000759,ok,
80,5,10,10,5327,2252,11,0.5772479819785996,0.4227520180214004,0.3733862496582949,-0.0235124379702572,0.4035838174452543,0.9727272727272728,86,208.0,540,0.2397868561278863,4.940682749998814,ok,
80,5,10,25,5327,2213,7,0.5845691758963769,0.4154308241036231,0.344851481154402,0.0640454535599746,0.5033794712990038,1.0,94,201.0,814,0.3678264798915499,6.948838125001203,ok,
80,5,10,50,5327,2067,5,0.6119767223577999,0.3880232776422001,0.3207274213718942,-0.0403468053305663,0.448756799424152,0.98,158,229.0,1032,0.4992743105950653,9.258073124998193,ok,
80,10,5,10,5327,2965,5,0.4434015393279519,0.556598460672048,0.1645942609654669,-0.0100346222127034,0.4425586376538633,0.98,193,416.0,1537,0.5183811129848229,4.683203666001646,ok,
80,10,5,25,5327,2181,5,0.5905763093673737,0.4094236906326263,0.312879263871002,-0.0400417569368435,0.3958489188626176,0.96,127,361.0,1027,0.4708849151765245,6.62012308300109,ok,
80,10,5,50,5327,1591,6,0.7013328327388774,0.2986671672611226,0.4833501118487657,0.0237357832104868,0.4307082938143616,0.9833333333333332,106,289.5,439,0.2759270898805782,8.962696207996487,ok,
80,10,10,10,5327,2384,6,0.5524685564107378,0.4475314435892622,0.2893664525588701,0.0183213648770439,0.4165308879320484,0.9833333333333332,106,284.5,977,0.4098154362416107,4.9177242500009015,ok,
80,10,10,25,5327,1978,5,0.6286840623240098,0.3713159376759902,0.3526779456569425,0.0639263734430015,0.4323494097749856,0.98,127,320.0,988,0.4994944388270981,6.940239542000199,ok,
80,10,10,50,5327,2004,5,0.6238032663788249,0.3761967336211751,0.3531187014116049,-0.0271939982335299,0.3569972178939282,0.98,108,340.0,896,0.4471057884231537,9.429719916999602,ok,
120,1,5,10,5327,4250,4,0.2021775858832363,0.7978224141167637,0.0290074134133675,-0.3831668965006166,0.488121805058821,0.95,126,339.5,3445,0.8105882352941176,5.737287457999628,ok,
120,1,5,25,5327,2850,9,0.4649896752393467,0.5350103247606532,0.3483575953235864,-0.1535361454516486,0.4703199207240066,0.9222222222222224,165,271.0,555,0.1947368421052631,6.752364166000916,ok,
120,1,5,50,5327,2509,8,0.5290031912896564,0.4709968087103435,0.3892592606919219,-0.1240401021780463,0.4766170061610853,0.975,174,275.5,588,0.2343563172578716,9.184622417000355,ok,
120,1,10,10,5327,2915,8,0.4527876853763845,0.5472123146236155,0.2057845632137508,-0.0806689016559251,0.4270158033782475,0.9625,127,247.5,1232,0.4226415094339623,5.204912624998542,ok,
120,1,10,25,5327,2783,7,0.4775671109442463,0.5224328890557537,0.2737514200870429,-0.1277357487569791,0.4307039852388756,0.9857142857142858,161,249.0,1269,0.4559827524254402,7.2919892909994815,ok,
120,1,10,50,5327,3041,5,0.4291345973343345,0.5708654026656654,0.2380842034793728,-0.1513262721650076,0.4294115517170527,1.0,186,336.0,1714,0.5636303847418612,9.602011874998423,ok,
120,5,5,10,5327,2737,7,0.4862023653088042,0.5137976346911958,0.3234130888190196,-0.0795806733765936,0.4584222431760679,0.9714285714285714,159,281.0,788,0.2879064669345999,4.690487040999869,ok,
120,5,5,25,5327,2412,5,0.5472123146236155,0.4527876853763845,0.2973798016427628,-0.1489753217112267,0.4748390857288179,0.96,124,395.0,1158,0.4800995024875621,6.614905417001864,ok,
120,5,5,50,5327,1986,7,0.6271822789562606,0.3728177210437394,0.4148277388776562,-0.0422863727178947,0.4607455703824732,0.9714285714285714,169,198.0,510,0.256797583081571,8.984985082999629,ok,
120,5,10,10,5327,2848,6,0.465365121081284,0.534634878918716,0.185703431172026,-0.0813545328525539,0.4070153678280997,1.0,132,252.0,1245,0.4371488764044944,4.908208290999028,ok,
120,5,10,25,5327,2119,6,0.60221513046743,0.39778486953257,0.3664174637711611,0.0687116076827528,0.488969175515126,1.0,120,281.0,814,0.3841434638980651,6.943350749999809,ok,
120,5,10,50,5327,2067,5,0.6119767223577999,0.3880232776422001,0.3207274213718942,-0.0403468053305663,0.448756799424152,0.98,158,229.0,1032,0.4992743105950653,9.33813045900024,ok,
120,10,5,10,5327,2965,5,0.4434015393279519,0.556598460672048,0.1645942609654669,-0.0100346222127034,0.4425586376538633,0.98,193,416.0,1537,0.5183811129848229,4.667583292000927,ok,
120,10,5,25,5327,2396,4,0.5502158813591139,0.4497841186408861,0.2787752494441492,-0.1038823139517796,0.3109527474219543,0.975,176,596.5,1027,0.4286310517529215,6.6721504160013865,ok,
120,10,5,50,5327,1593,5,0.7009573868969401,0.2990426131030599,0.4807330211130705,0.0252675432643632,0.3767222991287777,0.98,273,296.0,439,0.2755806654111739,8.841651333998016,ok,
120,10,10,10,5327,2278,5,0.5723671860334146,0.4276328139665853,0.3173933510964442,0.0087675799854589,0.4566647888717524,0.98,153,350.0,977,0.4288849868305531,4.763398416998825,ok,
120,10,10,25,5327,1978,5,0.6286840623240098,0.3713159376759902,0.3526779456569425,0.0639263734430015,0.4323494097749856,0.98,127,320.0,988,0.4994944388270981,6.878036499998416,ok,
120,10,10,50,5327,2024,4,0.6200488079594518,0.3799511920405481,0.389407771717634,-0.0195922823466115,0.3324284780272883,1.0,310,409.0,896,0.4426877470355731,9.396476999998413,ok,
